Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Fernán Alfonso de Salcedo;Fernán Alfonso de Salcedo (P25 in AMSPO FSV);AMSPO-P25;Q16;AMSPO-P25;;;;;;;Fernán (given name);Alfonso de Salcedo (family name);D107-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;D107-Oviedo;;;;;;;;;;;;;D107;;;;;;;;;;;;;;;
Pedro Alfonso del Pienso;Pedro Alfonso del Pienso (P76 in AMSPO FSV);AMSPO-P76;Q16;AMSPO-P76;;;;;;;Pedro (given name);Alfonso del Pienso (family name);;;;;;;;;;;;;;;;;;;;;;;D31|D32;;;;;;;;;;;;;;;
Suer Pico;Suer Pico (D69PB1 in AMSPO FSV);AMSPO-D69PB1;Q16;AMSPO-D69PB1;;;;;;;Suer (given name);Pico (family name);;;;D69P702;;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Rodrigo Pérez;Rodrigo Pérez (P594 in AMSPO FSV);AMSPO-P594;Q16;AMSPO-P594;;;;;;;Rodrigo (given name);Pérez (family name);;;;;;D41-Juez de la ciudad de Oviedo;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Gonzalo Suárez de Velandres;Gonzalo Suárez de Velandres (P711 in AMSPO FSV);AMSPO-P711;Q16;AMSPO-P711;;;;;;;Gonzalo (given name);Suárez de Velandres (family name);;;;;;;;D125P727;;;;;;;;;;;;;;;D118|D125;;;;;;;;;;;;;;;
Marcos Peláez;Marcos Peláez (P456 in AMSPO FSV);AMSPO-P456;Q16;AMSPO-P456;;;;;;;Marcos (given name);Peláez (family name);;;D100-Báscones|D95-Báscones|D101-Báscones;;D101P457|D100P457|D95P457;;;;;;;;;;;;;;;;;;D100|D95|D101|D80|D118;;;;;;;;;;;;;;;
Pedro Cabeza;Pedro Cabeza (P125 in AMSPO FSV);AMSPO-P125;Q16;AMSPO-P125;;;;;;;Pedro (given name);Cabeza (family name);;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Fernán Álvarez;Fernán Álvarez (P94 in AMSPO FSV);AMSPO-P94;Q16;AMSPO-P94;;;;;;;Fernán (given name);Álvarez (family name);D28-Obispo;;;;;;;;;;;;;;;;;;;;;Don;D28;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P12 in AMSPO FSV);AMSPO-P12;Q16;AMSPO-P12;;;;;;;Fernán (given name);Alfonso (family name);;;;;;;;;;;;;;;;;;;;;;;D31;;;;;;;;;;;;;;;
Rodrigo Pérez;Rodrigo Pérez (P591 in AMSPO FSV);AMSPO-P591;Q16;AMSPO-P591;;;;;;;Rodrigo (given name);Pérez (family name);D5-Cambiador;;;;;;;;;;;;;;;;;;;;;;D5;;;;;;;;;;;;;;;
Fernán Alfonso de Castañedo;Fernán Alfonso de Castañedo (P22 in AMSPO FSV);AMSPO-P22;Q16;AMSPO-P22;;;;;;;Fernán (given name);Alfonso de Castañedo (family name);D119-Clérigo;;;;;;;;;;;;;;;;;;;;;;D119;;;;;;;;;;;;;;;
García González;García González (P296 in AMSPO FSV);AMSPO-P296;Q16;AMSPO-P296;;;;;;;García (given name);González (family name);D13-Alfayate;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Alfonso Peláez;Alfonso Peláez (P443 in AMSPO FSV);AMSPO-P443;Q16;AMSPO-P443;;;;;;;Alfonso (given name);Peláez (family name);D6-Correro;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Gonzalo Suárez de Agüera;Gonzalo Suárez de Agüera (P712 in AMSPO FSV);AMSPO-P712;Q16;AMSPO-P712;;;;;;;Gonzalo (given name);Suárez de Agüera (family name);;;;;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Aldonza Rodríguez;Aldonza Rodríguez (P612 in AMSPO FSV);AMSPO-P612;Q16;AMSPO-P612;;;;;;;Aldonza (given name);Rodríguez (family name);;D128P334;;D128P330;D128P286;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Suer Pérez de Vascones;Suer Pérez de Vascones (P601 in AMSPO FSV);AMSPO-P601;Q16;AMSPO-P601;;;;;;;Suer (given name);Pérez de Vascones (family name);;;;;;;;;;;;;;;;;;;;;;;D59|D22|D23;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P511 in AMSPO FSV);AMSPO-P511;Q16;AMSPO-P511;;;;;;;Fernán (given name);Pérez (family name);;;;;;;;;;;D69-Fernán Nariz;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Juan Alfonso de Godos;Juan Alfonso de Godos (P55 in AMSPO FSV);AMSPO-P55;Q16;AMSPO-P55;;;;;;;Juan (given name);Alfonso de Godos (family name);;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
Rodrigo Martínez;Rodrigo Martínez (P405 in AMSPO FSV);AMSPO-P405;Q16;AMSPO-P405;;;;;;;Rodrigo (given name);Martínez (family name);D69-Capellán;;;;;;;;;D69-Vallo;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Matías Rodríguez;Matías Rodríguez (P646 in AMSPO FSV);AMSPO-P646;Q16;AMSPO-P646;;;;;;;Matías (given name);Rodríguez (family name);D19-Alfayate|D20-Alfayate;;;;;;;;;;;;;;;;;;;;;;D20|D19;;;;;;;;;;;;;;;
Sancha Pérez;Sancha Pérez (P599 in AMSPO FSV);AMSPO-P599;Q16;AMSPO-P599;;;;;;;Sancha (given name);Pérez (family name);;;;;;;;D39P532;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Fernán Gato;Fernán Gato (P292 in AMSPO FSV);AMSPO-P292;Q16;AMSPO-P292;;;;;;;Fernán (given name);Gato (family name);D52-Carnicero;;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Gonzalo Rodríguez;Gonzalo Rodríguez (P626 in AMSPO FSV);AMSPO-P626;Q16;AMSPO-P626;;;;;;;Gonzalo (given name);Rodríguez (family name);;;;;;;;;;;;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
Martín Fernández de Creycedo;Martín Fernández de Creycedo (P218 in AMSPO FSV);AMSPO-P218;Q16;AMSPO-P218;;;;;;;Martín (given name);Fernández de Creycedo (family name);;;;;;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
Fernán Alfonso de la Rua;Fernán Alfonso de la Rua (P18 in AMSPO FSV);AMSPO-P18;Q16;AMSPO-P18;;;;;;;Fernán (given name);Alfonso de la Rua (family name);D56-Tendero;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Andrés Pérez;Andrés Pérez (P497 in AMSPO FSV);AMSPO-P497;Q16;AMSPO-P497;;;;;;;Andrés (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Fernán Pérez del Portal;Fernán Pérez del Portal (P519 in AMSPO FSV);AMSPO-P519;Q16;AMSPO-P519;;;;;;;Fernán (given name);Pérez del Portal (family name);D24-Mercader;;;;;;;;;;;;;;;;;;;;;;D24;;;;;;;;;;;;;;;
Teresa Martínez;Teresa Martínez (P410 in AMSPO FSV);AMSPO-P410;Q16;AMSPO-P410;;;;;;;Teresa (given name);Martínez (family name);;D67P728;D67-Borondes;;;;;;;;;;;;;;;;;;;;D66|D91|D67;;;;;;;;;;;;;;;
Sancho García;Sancho García (P287 in AMSPO FSV);AMSPO-P287;Q16;AMSPO-P287;;;;;;;Sancho (given name);García (family name);;;;;D9PB1;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Inés González;Inés González (P303 in AMSPO FSV);AMSPO-P303;Q16;AMSPO-P303;;;;;;;Inés (given name);González (family name);;D1P174;D1-Perdones;;;;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Alfonso Yáñez de Arlós;Alfonso Yáñez de Arlós (P740 in AMSPO FSV);AMSPO-P740;Q16;AMSPO-P740;;;;;;;Alfonso (given name);Yáñez de Arlós (family name)|Yáñez (family name);D41-Canónigo;;;;;D7-Canónigo de la Iglesia de Oviedo;;;;D41-Oviedo;;;;D41P709;;;;;;;;;D41|D7;;;;;;;;;;;;;;;
Alfonso Pérez de Palombar;Alfonso Pérez de Palombar (P465 in AMSPO FSV);AMSPO-P465;Q16;AMSPO-P465;;;;;;;Alfonso (given name);Pérez de Palombar (family name);D13-Clérigo;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Suer Martínez;Suer Martínez (P407 in AMSPO FSV);AMSPO-P407;Q16;AMSPO-P407;;;;;;;Suer (given name);Martínez (family name);;;;D123P687;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P545 in AMSPO FSV);AMSPO-P545;Q16;AMSPO-P545;;;;;;;Juan (given name);Pérez (family name);;;;;;D60-Notario público del rey en la pobla de Grado;;;;;;;;;;;;;;;;;D60;;;;;;;;;;;;;;;
García González Cabacana;García González Cabacana (P298 in AMSPO FSV);AMSPO-P298;Q16;AMSPO-P298;;;;;;;García (given name);González Cabacana (family name);;;;D68P276;;;;;;;;;;;;;;;;;;;D68;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P68 in AMSPO FSV);AMSPO-P68;Q16;AMSPO-P68;;;;;;;Pedro (given name);Alfonso (family name);D62-Cuchillero;;;;;;;;;;;;;;;;;;;;;;D62;;;;;;;;;;;;;;;
María Suárez;María Suárez (P718 in AMSPO FSV);AMSPO-P718;Q16;AMSPO-P718;;;;;;;María (given name);Suárez (family name);;D119P93;;D119P144;;;;;;;;;;;;;;;;;;;D119;;;;;;;;;;;;;;;
Rodrigo Pérez del Rosal;Rodrigo Pérez del Rosal (P595 in AMSPO FSV);AMSPO-P595;Q16;AMSPO-P595;;;;;;;Rodrigo (given name);Pérez del Rosal (family name);;;;D94P644;;;;;;;;;;;;;;;;;;;D77|D94;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P541 in AMSPO FSV);AMSPO-P541;Q16;AMSPO-P541;;;;;;;Juan (given name);Pérez (family name);D28-Ferrero;;;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Miguel Pérez;Miguel Pérez (P572 in AMSPO FSV);AMSPO-P572;Q16;AMSPO-P572;;;;;;;Miguel (given name);Pérez (family name);;;D46-Felgueras;;;;;;;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Martín Fernández de Borondes;Martín Fernández de Borondes (P217 in AMSPO FSV);AMSPO-P217;Q16;AMSPO-P217;;;;;;;Martín (given name);Fernández de Borondes (family name);;;;;;;;;;;;;;;;;;;;;;;D106|D26;;;;;;;;;;;;;;;
María García;María García (D37PB1 in AMSPO FSV);AMSPO-D37PB1;Q16;AMSPO-D37PB1;;;;;;;María (given name);García (family name);;;;D37P80;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Suer González de Sama;Suer González de Sama (P321 in AMSPO FSV);AMSPO-P321;Q16;AMSPO-P321;;;;;;;Suer (given name);González de Sama (family name);;;;;;;;;;;;;;;;;;;;;;;D22|D23;;;;;;;;;;;;;;;
Gonzalo Prieto de Lena;Gonzalo Prieto de Lena (P609 in AMSPO FSV);AMSPO-P609;Q16;AMSPO-P609;;;;;;;Gonzalo (given name);Prieto de Lena (family name);;;;;;;;;;;;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Rodrigo Pérez;Rodrigo Pérez (P593 in AMSPO FSV);AMSPO-P593;Q16;AMSPO-P593;;;;;;;Rodrigo (given name);Pérez (family name);;;;;D37PB2;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Pedro Díaz;Pedro Díaz (P139 in AMSPO FSV);AMSPO-P139;Q16;AMSPO-P139;;;;;;;Pedro (given name);Díaz (family name);D103-Mercader;;;;;;;;;;;;;;;;;;;;;;D103;;;;;;;;;;;;;;;
María García;María García (P280 in AMSPO FSV);AMSPO-P280;Q16;AMSPO-P280;;;;;;;María (given name);García (family name);;;;D39P532;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Fernando Blanco;Fernando Blanco (P123 in AMSPO FSV);AMSPO-P123;Q16;AMSPO-P123;;;;;;;Fernando (given name);Blanco (family name);;;;;;;;;;;;;;;;;;;;;;;D42;;;;;;;;;;;;;;;
Gonzalo García de Vega;Gonzalo García de Vega (P273 in AMSPO FSV);AMSPO-P273;Q16;AMSPO-P273;;;;;;;Gonzalo (given name);García de Vega (family name);;;;;D69PB2;;;;;;;;;;;;;;;;;;D69|D123;;;;;;;;;;;;;;;
Rodrigo Fernández;Rodrigo Fernández (P249 in AMSPO FSV);AMSPO-P249;Q16;AMSPO-P249;;;;;;;Rodrigo (given name);Fernández (family name);;D91P98;;D91P647;;;;;;;;;;;;;;;;;;;D91;;;;;;;;;;;;;;;
Alfonso de Olivares;Alfonso de Olivares (P440 in AMSPO FSV);AMSPO-P440;Q16;AMSPO-P440;;;;;;;Alfonso (given name);de Olivares (family name);;D107P411;;;;;;;;;;;;;;;;;;;;;D94|D127|D107|D99|D120;;;;;;;;;;;;;;;
Gutier Alfonso de la Rua;Gutier Alfonso de la Rua (P38 in AMSPO FSV);AMSPO-P38;Q16;AMSPO-P38;;;;;;;Gutier (given name);Alfonso de la Rua (family name);;;;;;;;;;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Nicolás Martínez;Nicolás Martínez (P392 in AMSPO FSV);AMSPO-P392;Q16;AMSPO-P392;;;;;;;Nicolás (given name);Martínez (family name);D48-Zapatero;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
Elvira García de Sobrepeña;Elvira García de Sobrepeña (P267 in AMSPO FSV);AMSPO-P267;Q16;AMSPO-P267;;;;;;;Elvira (given name);García de Sobrepeña (family name);;;;;;;;;;;;;;;;;;;;;;;D71;;;;;;;;;;;;;;;
Fernán Juanes;Fernán Juanes (P353 in AMSPO FSV);AMSPO-P353;Q16;AMSPO-P353;;;;;;;Fernán (given name);Juanes (family name);;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Rodrigo González;Rodrigo González (D102PB1 in AMSPO FSV);AMSPO-D102PB1;Q16;AMSPO-D102PB1;;;;;;;Rodrigo (given name);González (family name);;;;D102P629;;;;;;;;;;;;;;;;;;;D102;;;;;;;;;;;;;;;
Rodrigo Estébanez del Campo;Rodrigo Estébanez del Campo (P150 in AMSPO FSV);AMSPO-P150;Q16;AMSPO-P150;;;;;;;Rodrigo (given name);Estébanez del Campo (family name);;;;;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P401 in AMSPO FSV);AMSPO-P401;Q16;AMSPO-P401;;;;;;;Pedro (given name);Martínez (family name);;D116P255;;;;;;;;;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
María Fernández de Borondes;María Fernández de Borondes (P215 in AMSPO FSV);AMSPO-P215;Q16;AMSPO-P215;;;;;;;María (given name);Fernández de Borondes (family name);;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Pedro Fernández;Pedro Fernández (P243 in AMSPO FSV);AMSPO-P243;Q16;AMSPO-P243;;;;;;;Pedro (given name);Fernández (family name);;;;;;;;;;;D77-Pedro de Vallo;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Juan Pérez de Oviedo;Juan Pérez de Oviedo (P550 in AMSPO FSV);AMSPO-P550;Q16;AMSPO-P550;;;;;;;Juan (given name);Pérez de Oviedo (family name);;;;;;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P71 in AMSPO FSV);AMSPO-P71;Q16;AMSPO-P71;;;;;;;Pedro (given name);Alfonso (family name);D100-Ferrador;;;;;;;;;;;;;;;;;;;;;;D100;;;;;;;;;;;;;;;
Martín Martínez;Martín Martínez (D11PB2 in AMSPO FSV);AMSPO-D11PB2;Q16;AMSPO-D11PB2;;;;;;;Martín (given name);Martínez (family name);;;;D11P383;;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Álvaro García de Loriana;Álvaro García de Loriana (P265 in AMSPO FSV);AMSPO-P265;Q16;AMSPO-P265;;;;;;;Álvaro (given name);García de Loriana (family name);;;;;;;;;;;;;;;;;;;;;;;D23;;;;;;;;;;;;;;;
Fernán Nicolás;Fernán Nicolás (P432 in AMSPO FSV);AMSPO-P432;Q16;AMSPO-P432;;;;;;;Fernán (given name);Nicolás (family name);D11-Peletero;;;D22P156;D11PB1;;;D11P429;;;;;;;;;;;;;;;D11|D22;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P164 in AMSPO FSV);AMSPO-P164;Q16;AMSPO-P164;;;;;;;Alfonso (given name);Fernández (family name);D102-Escribano;;;;;;;;;;;;;;;;;;;;;;D102;;;;;;;;;;;;;;;
Álvaro Rodríguez;Álvaro Rodríguez (P617 in AMSPO FSV);AMSPO-P617;Q16;AMSPO-P617;;;;;;;Álvaro (given name);Rodríguez (family name);;;;;;;;;;;;;;;;;;;;;;;D74;;;;;;;;;;;;;;;
Juan Alfonso;Juan Alfonso (P52 in AMSPO FSV);AMSPO-P52;Q16;AMSPO-P52;;;;;;;Juan (given name);Alfonso (family name);;;;;;;;;;;D98-Juan Pisón;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
García Alfonso;García Alfonso (P29 in AMSPO FSV);AMSPO-P29;Q16;AMSPO-P29;;;;;;;García (given name);Alfonso (family name);D104-Alfayate;;;;;;;;;;;;;;;;;;;;;;D104;;;;;;;;;;;;;;;
Fernán Juanes de Piqueros;Fernán Juanes de Piqueros (P352 in AMSPO FSV);AMSPO-P352;Q16;AMSPO-P352;;;;;;;Fernán (given name);Juanes de Piqueros (family name);;;;;;;;;;;;;;;;;;;;;;;D2;;;;;;;;;;;;;;;
Juan Fernández de Carballal;Juan Fernández de Carballal (P210 in AMSPO FSV);AMSPO-P210;Q16;AMSPO-P210;;;;;;;Juan (given name);Fernández de Carballal (family name);;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
Rodrigo Alfonso;Rodrigo Alfonso (P78 in AMSPO FSV);AMSPO-P78;Q16;AMSPO-P78;;;;;;;Rodrigo (given name);Alfonso (family name);;;;;D18PB1;;;;;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Gonzalo Fernández de Quintana;Gonzalo Fernández de Quintana (P195 in AMSPO FSV);AMSPO-P195;Q16;AMSPO-P195;;;;;;;Gonzalo (given name);Fernández de Quintana (family name);;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Pedro Sirgo;Pedro Sirgo (P676 in AMSPO FSV);AMSPO-P676;Q16;AMSPO-P676;;;;;;;Pedro (given name);Sirgo (family name);D109-Mercader;;;D128P588;;;;;;;;;;;;;;;;;;;D128|D109;;;;;;;;;;;;;;;
Álvaro Pérez;Álvaro Pérez (P493 in AMSPO FSV);AMSPO-P493;Q16;AMSPO-P493;;;;;;;Álvaro (given name);Pérez (family name);;;D58-Borondes;;D65P726|D58P726;;D65P107|D58P107;;;;;;;;;;;;;;;;D58|D65;;;;;;;;;;;;;;;
García Pérez;García Pérez (P523 in AMSPO FSV);AMSPO-P523;Q16;AMSPO-P523;;;;;;;García (given name);Pérez (family name);;;;;;D69-Notario público del rey en la pobla de Grado|D76-Notario público del rey en la pobla de Grado|D47-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D69|D47|D76;;;;;;;;;;;;;;;
María Alfonso;María Alfonso (P58 in AMSPO FSV);AMSPO-P58;Q16;AMSPO-P58;;;;;;;María (given name);Alfonso (family name);;;;D84P90|D84P113|D84P105;;;;;;;D84-María Soto;;;;;;;;;;;;D84;;;;;;;;;;;;;;;
Luques Pérez;Luques Pérez (P558 in AMSPO FSV);AMSPO-P558;Q16;AMSPO-P558;;;;;;;Luques (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Álvaro Suárez;Álvaro Suárez (P684 in AMSPO FSV);AMSPO-P684;Q16;AMSPO-P684;;;;;;;Álvaro (given name);Suárez (family name);;;D12-San_Romano;;;;;D9P696;;;;;;D12P154|D12P331;;;;;;;;;D12|D9;;;;;;;;;;;;;;;
María Menéndez;María Menéndez (P419 in AMSPO FSV);AMSPO-P419;Q16;AMSPO-P419;;;;;;;María (given name);Menéndez (family name);;;D47-Borondes;;;;D53P714|D48P714|D47P714|D50P714;;;;;;;;;;;;;;;;D50|D47|D48|D53;;;;;;;;;;;;;;;
García Alfonso;García Alfonso (P30 in AMSPO FSV);AMSPO-P30;Q16;AMSPO-P30;;;;;;;García (given name);Alfonso (family name);;;;;D35P486;;D35P281;D35P3;;;;;;;;D35P625;D35P92;;;;;;D35;;;;;;;;;;;;;;;
García González;García González (P297 in AMSPO FSV);AMSPO-P297;Q16;AMSPO-P297;;;;;;;García (given name);González (family name);;;;;D34PB1;;;;;;;;;;;;;;;;;;D34;;;;;;;;;;;;;;;
Juan Martínez;Juan Martínez (P388 in AMSPO FSV);AMSPO-P388;Q16;AMSPO-P388;;;;;;;Juan (given name);Martínez (family name);;;;;;;;;;;;;;;;;;;;;;;D103;;;;;;;;;;;;;;;
Arias García;Arias García (P262 in AMSPO FSV);AMSPO-P262;Q16;AMSPO-P262;;;;;;;Arias (given name);García (family name);;;;D109P188;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Pedro Menen;Pedro Menen (P413 in AMSPO FSV);AMSPO-P413;Q16;AMSPO-P413;;;;;;;Pedro (given name);Menen (family name);D123-Alfayate;;;;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Diego Gutiérrez;Diego Gutiérrez (P327 in AMSPO FSV);AMSPO-P327;Q16;AMSPO-P327;;;;;;;Diego (given name);Gutiérrez (family name);;;;;;;;D17P324;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
García Fernández;García Fernández (P187 in AMSPO FSV);AMSPO-P187;Q16;AMSPO-P187;;;;;;;García (given name);Fernández (family name);;;;;D81PB1;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Rodrigo Pérez de Vaqueros;Rodrigo Pérez de Vaqueros (P598 in AMSPO FSV);AMSPO-P598;Q16;AMSPO-P598;;;;;;;Rodrigo (given name);Pérez de Vaqueros (family name);;;;;;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P487 in AMSPO FSV);AMSPO-P487;Q16;AMSPO-P487;;;;;;;Alfonso (given name);Pérez (family name);;D10P326;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Gonzalo Fernández;Gonzalo Fernández (P189 in AMSPO FSV);AMSPO-P189;Q16;AMSPO-P189;;;;;;;Gonzalo (given name);Fernández (family name);D114-Alfayate;;;;;;;;;;;;;;;;;;;;;;D114;;;;;;;;;;;;;;;
Lope García;Lope García (P283 in AMSPO FSV);AMSPO-P283;Q16;AMSPO-P283;;;;;;;Lope (given name);García (family name);D113-Escribano;;;;;;;;;;;;;;;;;;;;;;D113;;;;;;;;;;;;;;;
Sancho;Sancho (P673 in AMSPO FSV);AMSPO-P673;Q16;AMSPO-P673;;;;;;;Sancho (given name);;;;;;D10P669;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P475 in AMSPO FSV);AMSPO-P475;Q16;AMSPO-P475;;;;;;;Alfonso (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D25|D120;;;;;;;;;;;;;;;
Pedro Rodríguez;Pedro Rodríguez (P651 in AMSPO FSV);AMSPO-P651;Q16;AMSPO-P651;;;;;;;Pedro (given name);Rodríguez (family name);;;;;;;;;;;;;;;;;;;;;;;D105;;;;;;;;;;;;;;;
Pedro Nicolás;Pedro Nicolás (P436 in AMSPO FSV);AMSPO-P436;Q16;AMSPO-P436;;;;;;;Pedro (given name);Nicolás (family name);D52-Carnicero|D84-Carnicero;;;;;;;;;;;;;;;;;;;;;;D52|D84;;;;;;;;;;;;;;;
María Juan de Tene;María Juan de Tene (P340 in AMSPO FSV);AMSPO-P340;Q16;AMSPO-P340;;;;;;;María (given name);Juan de Tene (family name);;;;;;;;;;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Odo;Odo (P439 in AMSPO FSV);AMSPO-P439;Q16;AMSPO-P439;;;;;;;Odo (given name);;;;;;;D1-Obispo de Oviedo|D6-Obispo de Oviedo|D9-Obispo de Oviedo;;;;;;;;;;;;;;;;;D9|D1|D6;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (D22PB1 in AMSPO FSV);AMSPO-D22PB1;Q16;AMSPO-D22PB1;;;;;;;Pedro (given name);Martínez (family name);;;;D22P551;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P395 in AMSPO FSV);AMSPO-P395;Q16;AMSPO-P395;;;;;;;Pedro (given name);Martínez (family name);D42-Alfageme;;;;;;;;;;;;;;;;;;;;;;D42;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P155 in AMSPO FSV);AMSPO-P155;Q16;AMSPO-P155;;;;;;;Alfonso (given name);Fernández (family name);;;;;;;;;;;;;;;;;;;;;;;D87|D85;;;;;;;;;;;;;;;
Diego Alfonso;Diego Alfonso (P8 in AMSPO FSV);AMSPO-P8;Q16;AMSPO-P8;;;;;;;Diego (given name);Alfonso (family name);D39-Orfebre;;;;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Gonzalo Martínez;Gonzalo Martínez (P380 in AMSPO FSV);AMSPO-P380;Q16;AMSPO-P380;;;;;;;Gonzalo (given name);Martínez (family name);D84-Escribano;;;;;;;;;;;;;;;;;;;;;;D84;;;;;;;;;;;;;;;
García Peláez de Bercio;García Peláez de Bercio (P452 in AMSPO FSV);AMSPO-P452;Q16;AMSPO-P452;;;;;;;García (given name);Peláez de Bercio (family name);;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Nicolas Durániz;Nicolas Durániz (P148 in AMSPO FSV);AMSPO-P148;Q16;AMSPO-P148;;;;;;;Nicolas (given name);Durániz (family name);;;D7-Faro;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Juan Fernández de la pobla;Juan Fernández de la pobla (P209 in AMSPO FSV);AMSPO-P209;Q16;AMSPO-P209;;;;;;;Juan (given name);Fernández de la pobla (family name);;;;;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
